,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate
6434,North West,Third Generation Cephalosporins,2024-08-01,23.41,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.72
6435,North West,Amikacin,2024-08-01,1.12,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.72
6436,North West,Carbapenems,2024-08-01,5.41,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.72
6437,North West,Ceftazidime,2024-08-01,5.71,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.72
6438,North West,Ciprofloxacin,2024-08-01,8.49,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.72
6439,North West,Piperacillin with tazobactam,2024-08-01,7.92,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.72
6440,North West,Macrolides,2024-08-01,8.25,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.72
6441,North West,Penicillin,2024-08-01,1.27,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.72
6442,North West,Glycopeptides,2024-09-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.71
6443,North West,Glycopeptides,2024-09-01,37.67,e_faecium,e_faecium__Glycopeptides__North West,North West,1.71
6444,North West,Amikacin,2024-09-01,1.99,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.71
6445,North West,Carbapenems,2024-09-01,2.05,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.71
6446,North West,Ciprofloxacin,2024-09-01,20.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.71
6447,North West,Co-amoxiclav,2024-09-01,37.28,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.71
6448,North West,Gentamicin,2024-09-01,13.43,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.71
6449,North West,Piperacillin with tazobactam,2024-09-01,24.1,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.71
6450,North West,Third Generation Cephalosporins,2024-09-01,22.34,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.71
6451,North West,Amikacin,2024-09-01,0.93,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.71
6452,North West,Carbapenems,2024-09-01,10.57,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.71
6453,North West,Ceftazidime,2024-09-01,7.69,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.71
6454,North West,Ciprofloxacin,2024-09-01,9.17,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.71
6455,North West,Piperacillin with tazobactam,2024-09-01,6.78,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.71
6456,North West,Macrolides,2024-09-01,1.18,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.71
6457,North West,Penicillin,2024-09-01,1.37,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.71
6458,North West,Glycopeptides,2024-10-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.7
6459,North West,Glycopeptides,2024-10-01,35.33,e_faecium,e_faecium__Glycopeptides__North West,North West,1.7
6460,North West,Amikacin,2024-10-01,2.58,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.7
6461,North West,Carbapenems,2024-10-01,1.98,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.7
6462,North West,Ciprofloxacin,2024-10-01,18.86,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.7
6463,North West,Co-amoxiclav,2024-10-01,35.56,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.7
6464,North West,Gentamicin,2024-10-01,11.68,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.7
6465,North West,Piperacillin with tazobactam,2024-10-01,22.34,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.7
6466,North West,Third Generation Cephalosporins,2024-10-01,20.46,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.7
6467,North West,Amikacin,2024-10-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.7
6468,North West,Carbapenems,2024-10-01,9.56,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.7
6469,North West,Ceftazidime,2024-10-01,6.56,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.7
6470,North West,Ciprofloxacin,2024-10-01,7.63,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.7
6471,North West,Piperacillin with tazobactam,2024-10-01,6.92,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.7
6472,North West,Macrolides,2024-10-01,1.06,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.7
6473,North West,Penicillin,2024-10-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.7
6474,North West,Glycopeptides,2024-11-01,43.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.68
6475,North West,Glycopeptides,2024-11-01,36.33,e_faecium,e_faecium__Glycopeptides__North West,North West,1.68
6476,North West,Amikacin,2024-11-01,3.08,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.68
6477,North West,Carbapenems,2024-11-01,1.69,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.68
6478,North West,Ciprofloxacin,2024-11-01,18.75,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.68
6479,North West,Co-amoxiclav,2024-11-01,38.18,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.68
6480,North West,Gentamicin,2024-11-01,10.64,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.68
6481,North West,Piperacillin with tazobactam,2024-11-01,22.91,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.68
6482,North West,Third Generation Cephalosporins,2024-11-01,20.0,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.68
6483,North West,Amikacin,2024-11-01,1.0,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.68
6484,North West,Carbapenems,2024-11-01,9.24,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.68
6485,North West,Ceftazidime,2024-11-01,8.57,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.68
6486,North West,Ciprofloxacin,2024-11-01,9.32,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.68
6487,North West,Piperacillin with tazobactam,2024-11-01,10.53,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.68
6488,North West,Macrolides,2024-11-01,0.76,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.68
6489,North West,Penicillin,2024-11-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.68
6490,North West,Glycopeptides,2024-12-01,45.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.67
6491,North West,Glycopeptides,2024-12-01,38.0,e_faecium,e_faecium__Glycopeptides__North West,North West,1.67
6492,North West,Amikacin,2024-12-01,3.3,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.67
6493,North West,Carbapenems,2024-12-01,0.96,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.67
6494,North West,Ciprofloxacin,2024-12-01,19.58,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.67
6495,North West,Co-amoxiclav,2024-12-01,39.46,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.67
6496,North West,Gentamicin,2024-12-01,12.71,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.67
6497,North West,Piperacillin with tazobactam,2024-12-01,22.26,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.67
6498,North West,Third Generation Cephalosporins,2024-12-01,24.26,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.67
6499,North West,Amikacin,2024-12-01,2.33,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.67
6500,North West,Carbapenems,2024-12-01,5.66,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.67
6501,North West,Ceftazidime,2024-12-01,6.45,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.67
6502,North West,Ciprofloxacin,2024-12-01,8.74,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.67
6503,North West,Piperacillin with tazobactam,2024-12-01,10.2,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.67
6504,North West,Macrolides,2024-12-01,3.48,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.67
6505,North West,Penicillin,2024-12-01,0.57,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.67
6506,North West,Glycopeptides,2025-01-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65
6507,North West,Glycopeptides,2025-01-01,44.0,e_faecium,e_faecium__Glycopeptides__North West,North West,1.65
6508,North West,Amikacin,2025-01-01,2.19,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.65
6509,North West,Carbapenems,2025-01-01,0.3,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.65
6510,North West,Ciprofloxacin,2025-01-01,16.78,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65
6511,North West,Co-amoxiclav,2025-01-01,40.32,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.65
6512,North West,Gentamicin,2025-01-01,11.0,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.65
6513,North West,Piperacillin with tazobactam,2025-01-01,22.33,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.65
6514,North West,Third Generation Cephalosporins,2025-01-01,21.12,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.65
6515,North West,Amikacin,2025-01-01,2.53,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.65
6516,North West,Carbapenems,2025-01-01,5.21,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.65
6517,North West,Ceftazidime,2025-01-01,5.56,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.65
6518,North West,Ciprofloxacin,2025-01-01,7.29,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.65
6519,North West,Piperacillin with tazobactam,2025-01-01,7.95,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.65
6520,North West,Macrolides,2025-01-01,6.22,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.65
6521,North West,Penicillin,2025-01-01,0.51,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.65
6522,North West,Glycopeptides,2025-02-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.62
6523,North West,Glycopeptides,2025-02-01,46.33,e_faecium,e_faecium__Glycopeptides__North West,North West,1.62
6524,North West,Amikacin,2025-02-01,2.26,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.62
6525,North West,Carbapenems,2025-02-01,0.62,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.62
6526,North West,Ciprofloxacin,2025-02-01,17.06,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.62
6527,North West,Co-amoxiclav,2025-02-01,39.74,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.62
6528,North West,Gentamicin,2025-02-01,12.0,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.62
6529,North West,Piperacillin with tazobactam,2025-02-01,23.23,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.62
6530,North West,Third Generation Cephalosporins,2025-02-01,19.35,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.62
6531,North West,Amikacin,2025-02-01,1.45,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.62
6532,North West,Carbapenems,2025-02-01,5.56,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.62
6533,North West,Ceftazidime,2025-02-01,3.66,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.62
6534,North West,Ciprofloxacin,2025-02-01,7.95,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.62
6535,North West,Piperacillin with tazobactam,2025-02-01,3.66,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.62
6536,North West,Macrolides,2025-02-01,6.58,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.62
6537,North West,Penicillin,2025-02-01,0.99,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.62
6538,North West,Glycopeptides,2025-03-01,49.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.6
6539,North West,Glycopeptides,2025-03-01,48.67,e_faecium,e_faecium__Glycopeptides__North West,North West,1.6
6540,North West,Amikacin,2025-03-01,1.01,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.6
6541,North West,Carbapenems,2025-03-01,0.99,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.6
6542,North West,Ciprofloxacin,2025-03-01,14.39,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.6
6543,North West,Co-amoxiclav,2025-03-01,40.43,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.6
6544,North West,Gentamicin,2025-03-01,9.38,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.6
6545,North West,Piperacillin with tazobactam,2025-03-01,25.45,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.6
6546,North West,Third Generation Cephalosporins,2025-03-01,15.88,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.6
6547,North West,Amikacin,2025-03-01,1.35,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.6
6548,North West,Carbapenems,2025-03-01,7.22,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.6
6549,North West,Ceftazidime,2025-03-01,4.44,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.6
6550,North West,Ciprofloxacin,2025-03-01,8.25,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.6
6551,North West,Piperacillin with tazobactam,2025-03-01,5.56,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.6
6552,North West,Macrolides,2025-03-01,7.65,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.6
6553,North West,Penicillin,2025-03-01,1.26,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.6
6554,North West,Glycopeptides,2025-04-01,48.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.58
6555,North West,Glycopeptides,2025-04-01,45.0,e_faecium,e_faecium__Glycopeptides__North West,North West,1.58
6556,North West,Amikacin,2025-04-01,2.41,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.58
6557,North West,Carbapenems,2025-04-01,1.81,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.58
6558,North West,Ciprofloxacin,2025-04-01,19.92,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.58
6559,North West,Co-amoxiclav,2025-04-01,42.8,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.58
6560,North West,Gentamicin,2025-04-01,11.07,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.58
6561,North West,Piperacillin with tazobactam,2025-04-01,28.17,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.58
6562,North West,Third Generation Cephalosporins,2025-04-01,21.19,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.58
6563,North West,Amikacin,2025-04-01,2.63,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.58
6564,North West,Carbapenems,2025-04-01,8.49,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.58
6565,North West,Ceftazidime,2025-04-01,5.0,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.58
6566,North West,Ciprofloxacin,2025-04-01,8.57,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.58
6567,North West,Piperacillin with tazobactam,2025-04-01,9.43,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.58
6568,North West,Macrolides,2025-04-01,6.36,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.58
6569,North West,Penicillin,2025-04-01,1.32,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.58
6570,North West,Glycopeptides,2025-05-01,51.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.56
6571,North West,Glycopeptides,2025-05-01,44.33,e_faecium,e_faecium__Glycopeptides__North West,North West,1.56
6572,North West,Amikacin,2025-05-01,3.8,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.56
6573,North West,Carbapenems,2025-05-01,2.24,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.56
6574,North West,Ciprofloxacin,2025-05-01,20.07,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.56
6575,North West,Co-amoxiclav,2025-05-01,42.76,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.56
6576,North West,Gentamicin,2025-05-01,9.56,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.56
6577,North West,Piperacillin with tazobactam,2025-05-01,29.43,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.56
6578,North West,Third Generation Cephalosporins,2025-05-01,22.04,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.56
6579,North West,Amikacin,2025-05-01,3.61,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.56
6580,North West,Carbapenems,2025-05-01,10.43,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.56
6581,North West,Ceftazidime,2025-05-01,8.85,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.56
6582,North West,Ciprofloxacin,2025-05-01,8.55,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.56
6583,North West,Piperacillin with tazobactam,2025-05-01,10.26,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.56
6584,North West,Macrolides,2025-05-01,9.93,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.56
6585,North West,Penicillin,2025-05-01,1.71,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.56
6586,North West,Glycopeptides,2025-06-01,50.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.55
6587,North West,Glycopeptides,2025-06-01,42.0,e_faecium,e_faecium__Glycopeptides__North West,North West,1.55
6588,North West,Amikacin,2025-06-01,4.9,k_pneumoniae,k_pneumoniae__Amikacin__North West,North West,1.55
6589,North West,Carbapenems,2025-06-01,2.08,k_pneumoniae,k_pneumoniae__Carbapenems__North West,North West,1.55
6590,North West,Ciprofloxacin,2025-06-01,20.39,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.55
6591,North West,Co-amoxiclav,2025-06-01,40.32,k_pneumoniae,k_pneumoniae__Co-amoxiclav__North West,North West,1.55
6592,North West,Gentamicin,2025-06-01,9.32,k_pneumoniae,k_pneumoniae__Gentamicin__North West,North West,1.55
6593,North West,Piperacillin with tazobactam,2025-06-01,27.45,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__North West,North West,1.55
6594,North West,Third Generation Cephalosporins,2025-06-01,20.0,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__North West,North West,1.55
6595,North West,Amikacin,2025-06-01,2.11,p_aeruginosa,p_aeruginosa__Amikacin__North West,North West,1.55
6596,North West,Carbapenems,2025-06-01,9.6,p_aeruginosa,p_aeruginosa__Carbapenems__North West,North West,1.55
6597,North West,Ceftazidime,2025-06-01,8.8,p_aeruginosa,p_aeruginosa__Ceftazidime__North West,North West,1.55
6598,North West,Ciprofloxacin,2025-06-01,7.26,p_aeruginosa,p_aeruginosa__Ciprofloxacin__North West,North West,1.55
6599,North West,Piperacillin with tazobactam,2025-06-01,10.48,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__North West,North West,1.55
6600,North West,Macrolides,2025-06-01,9.02,s_pneumoniae,s_pneumoniae__Macrolides__North West,North West,1.55
6601,North West,Penicillin,2025-06-01,2.8,s_pneumoniae,s_pneumoniae__Penicillin__North West,North West,1.55
6602,South East,Glycopeptides,2020-08-01,45.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,1.38
6603,South East,Glycopeptides,2020-08-01,45.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,0.8
6604,South East,Glycopeptides,2020-08-01,45.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,9.81
6605,South East,Glycopeptides,2020-08-01,45.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,27.87
6606,South East,Glycopeptides,2020-08-01,39.33,e_faecium,e_faecium__Glycopeptides__South East,South East,1.38
6607,South East,Glycopeptides,2020-08-01,39.33,e_faecium,e_faecium__Glycopeptides__South East,South East,0.8
6608,South East,Glycopeptides,2020-08-01,39.33,e_faecium,e_faecium__Glycopeptides__South East,South East,9.81
6609,South East,Glycopeptides,2020-08-01,39.33,e_faecium,e_faecium__Glycopeptides__South East,South East,27.87
6610,South East,Amikacin,2020-08-01,1.68,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,1.38
6611,South East,Amikacin,2020-08-01,1.68,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,0.8
6612,South East,Amikacin,2020-08-01,1.68,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,9.81
6613,South East,Amikacin,2020-08-01,1.68,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,27.87
6614,South East,Carbapenems,2020-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,1.38
6615,South East,Carbapenems,2020-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,0.8
6616,South East,Carbapenems,2020-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,9.81
6617,South East,Carbapenems,2020-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,27.87
6618,South East,Ciprofloxacin,2020-08-01,17.21,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,1.38
6619,South East,Ciprofloxacin,2020-08-01,17.21,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,0.8
6620,South East,Ciprofloxacin,2020-08-01,17.21,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,9.81
6621,South East,Ciprofloxacin,2020-08-01,17.21,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,27.87
6622,South East,Co-amoxiclav,2020-08-01,36.36,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,1.38
6623,South East,Co-amoxiclav,2020-08-01,36.36,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,0.8
6624,South East,Co-amoxiclav,2020-08-01,36.36,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,9.81
6625,South East,Co-amoxiclav,2020-08-01,36.36,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,27.87
6626,South East,Gentamicin,2020-08-01,8.77,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,1.38
6627,South East,Gentamicin,2020-08-01,8.77,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,0.8
6628,South East,Gentamicin,2020-08-01,8.77,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,9.81
6629,South East,Gentamicin,2020-08-01,8.77,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,27.87
6630,South East,Piperacillin with tazobactam,2020-08-01,13.38,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,1.38
6631,South East,Piperacillin with tazobactam,2020-08-01,13.38,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,0.8
6632,South East,Piperacillin with tazobactam,2020-08-01,13.38,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,9.81
6633,South East,Piperacillin with tazobactam,2020-08-01,13.38,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,27.87
6634,South East,Third Generation Cephalosporins,2020-08-01,16.74,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,1.38
6635,South East,Third Generation Cephalosporins,2020-08-01,16.74,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,0.8
6636,South East,Third Generation Cephalosporins,2020-08-01,16.74,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,9.81
6637,South East,Third Generation Cephalosporins,2020-08-01,16.74,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,27.87
6638,South East,Amikacin,2020-08-01,0.8,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,1.38
6639,South East,Amikacin,2020-08-01,0.8,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,0.8
6640,South East,Amikacin,2020-08-01,0.8,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,9.81
6641,South East,Amikacin,2020-08-01,0.8,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,27.87
6642,South East,Carbapenems,2020-08-01,7.05,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,1.38
6643,South East,Carbapenems,2020-08-01,7.05,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,0.8
6644,South East,Carbapenems,2020-08-01,7.05,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,9.81
6645,South East,Carbapenems,2020-08-01,7.05,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,27.87
6646,South East,Ceftazidime,2020-08-01,5.81,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,1.38
6647,South East,Ceftazidime,2020-08-01,5.81,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,0.8
6648,South East,Ceftazidime,2020-08-01,5.81,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,9.81
6649,South East,Ceftazidime,2020-08-01,5.81,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,27.87
6650,South East,Ciprofloxacin,2020-08-01,5.59,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,1.38
6651,South East,Ciprofloxacin,2020-08-01,5.59,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,0.8
6652,South East,Ciprofloxacin,2020-08-01,5.59,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,9.81
6653,South East,Ciprofloxacin,2020-08-01,5.59,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,27.87
6654,South East,Piperacillin with tazobactam,2020-08-01,3.45,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,1.38
6655,South East,Piperacillin with tazobactam,2020-08-01,3.45,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,0.8
6656,South East,Piperacillin with tazobactam,2020-08-01,3.45,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,9.81
6657,South East,Piperacillin with tazobactam,2020-08-01,3.45,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,27.87
6658,South East,Macrolides,2020-08-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.38
6659,South East,Macrolides,2020-08-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.8
