,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate
10894,South West,Glycopeptides,2021-04-01,e-faecium,19.35,e-faecium__Glycopeptides__South West,South West,1.14
10895,South West,Amikacin,2021-05-01,E-coli,0.5,E-coli__Amikacin__South West,South West,1.14
10896,South West,Carbapenems,2021-05-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.14
10897,South West,Ciprofloxacin,2021-05-01,E-coli,12.48,E-coli__Ciprofloxacin__South West,South West,1.14
10898,South West,Co-amoxiclav,2021-05-01,E-coli,34.97,E-coli__Co-amoxiclav__South West,South West,1.14
10899,South West,Gentamicin,2021-05-01,E-coli,7.7,E-coli__Gentamicin__South West,South West,1.14
10900,South West,Piperacillin with tazobactam,2021-05-01,E-coli,7.76,E-coli__Piperacillin with tazobactam__South West,South West,1.14
10901,South West,Third Generation Cephalosporins,2021-05-01,E-coli,10.94,E-coli__Third Generation Cephalosporins__South West,South West,1.14
10902,South West,Amikacin,2021-05-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.14
10903,South West,Carbapenems,2021-05-01,K-pneumoniae,0.65,K-pneumoniae__Carbapenems__South West,South West,1.14
10904,South West,Ciprofloxacin,2021-05-01,K-pneumoniae,11.76,K-pneumoniae__Ciprofloxacin__South West,South West,1.14
10905,South West,Co-amoxiclav,2021-05-01,K-pneumoniae,26.49,K-pneumoniae__Co-amoxiclav__South West,South West,1.14
10906,South West,Gentamicin,2021-05-01,K-pneumoniae,10.6,K-pneumoniae__Gentamicin__South West,South West,1.14
10907,South West,Piperacillin with tazobactam,2021-05-01,K-pneumoniae,18.83,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.14
10908,South West,Third Generation Cephalosporins,2021-05-01,K-pneumoniae,13.73,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.14
10909,South West,Amikacin,2021-05-01,P-aeruginosa,1.79,P-aeruginosa__Amikacin__South West,South West,1.14
10910,South West,Carbapenems,2021-05-01,P-aeruginosa,5.48,P-aeruginosa__Carbapenems__South West,South West,1.14
10911,South West,Ceftazidime,2021-05-01,P-aeruginosa,5.48,P-aeruginosa__Ceftazidime__South West,South West,1.14
10912,South West,Ciprofloxacin,2021-05-01,P-aeruginosa,7.35,P-aeruginosa__Ciprofloxacin__South West,South West,1.14
10913,South West,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,8.0,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.14
10914,South West,Macrolides,2021-05-01,S-pneumoniae,2.7,S-pneumoniae__Macrolides__South West,South West,1.14
10915,South West,Penicillin,2021-05-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__South West,South West,1.14
10916,South West,Glycopeptides,2021-05-01,e-faecalis,2.74,e-faecalis__Glycopeptides__South West,South West,1.14
10917,South West,Glycopeptides,2021-05-01,e-faecium,25.29,e-faecium__Glycopeptides__South West,South West,1.14
10918,South West,Amikacin,2021-06-01,E-coli,0.18,E-coli__Amikacin__South West,South West,1.15
10919,South West,Carbapenems,2021-06-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.15
10920,South West,Ciprofloxacin,2021-06-01,E-coli,11.51,E-coli__Ciprofloxacin__South West,South West,1.15
10921,South West,Co-amoxiclav,2021-06-01,E-coli,34.52,E-coli__Co-amoxiclav__South West,South West,1.15
10922,South West,Gentamicin,2021-06-01,E-coli,8.03,E-coli__Gentamicin__South West,South West,1.15
10923,South West,Piperacillin with tazobactam,2021-06-01,E-coli,8.31,E-coli__Piperacillin with tazobactam__South West,South West,1.15
10924,South West,Third Generation Cephalosporins,2021-06-01,E-coli,10.0,E-coli__Third Generation Cephalosporins__South West,South West,1.15
10925,South West,Amikacin,2021-06-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.15
10926,South West,Carbapenems,2021-06-01,K-pneumoniae,0.75,K-pneumoniae__Carbapenems__South West,South West,1.15
10927,South West,Ciprofloxacin,2021-06-01,K-pneumoniae,9.48,K-pneumoniae__Ciprofloxacin__South West,South West,1.15
10928,South West,Co-amoxiclav,2021-06-01,K-pneumoniae,23.85,K-pneumoniae__Co-amoxiclav__South West,South West,1.15
10929,South West,Gentamicin,2021-06-01,K-pneumoniae,5.34,K-pneumoniae__Gentamicin__South West,South West,1.15
10930,South West,Piperacillin with tazobactam,2021-06-01,K-pneumoniae,16.67,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.15
10931,South West,Third Generation Cephalosporins,2021-06-01,K-pneumoniae,12.88,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.15
10932,South West,Amikacin,2021-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.15
10933,South West,Carbapenems,2021-06-01,P-aeruginosa,6.85,P-aeruginosa__Carbapenems__South West,South West,1.15
10934,South West,Ceftazidime,2021-06-01,P-aeruginosa,6.76,P-aeruginosa__Ceftazidime__South West,South West,1.15
10935,South West,Ciprofloxacin,2021-06-01,P-aeruginosa,7.58,P-aeruginosa__Ciprofloxacin__South West,South West,1.15
10936,South West,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,9.59,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.15
10937,South West,Macrolides,2021-06-01,S-pneumoniae,2.27,S-pneumoniae__Macrolides__South West,South West,1.15
10938,South West,Penicillin,2021-06-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__South West,South West,1.15
10939,South West,Glycopeptides,2021-06-01,e-faecalis,1.32,e-faecalis__Glycopeptides__South West,South West,1.15
10940,South West,Glycopeptides,2021-06-01,e-faecium,30.67,e-faecium__Glycopeptides__South West,South West,1.15
10941,South West,Amikacin,2021-07-01,E-coli,0.51,E-coli__Amikacin__South West,South West,1.16
10942,South West,Carbapenems,2021-07-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.16
10943,South West,Ciprofloxacin,2021-07-01,E-coli,11.72,E-coli__Ciprofloxacin__South West,South West,1.16
10944,South West,Co-amoxiclav,2021-07-01,E-coli,37.42,E-coli__Co-amoxiclav__South West,South West,1.16
10945,South West,Gentamicin,2021-07-01,E-coli,6.95,E-coli__Gentamicin__South West,South West,1.16
10946,South West,Piperacillin with tazobactam,2021-07-01,E-coli,9.34,E-coli__Piperacillin with tazobactam__South West,South West,1.16
10947,South West,Third Generation Cephalosporins,2021-07-01,E-coli,8.91,E-coli__Third Generation Cephalosporins__South West,South West,1.16
10948,South West,Amikacin,2021-07-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.16
10949,South West,Carbapenems,2021-07-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__South West,South West,1.16
10950,South West,Ciprofloxacin,2021-07-01,K-pneumoniae,5.98,K-pneumoniae__Ciprofloxacin__South West,South West,1.16
10951,South West,Co-amoxiclav,2021-07-01,K-pneumoniae,23.7,K-pneumoniae__Co-amoxiclav__South West,South West,1.16
10952,South West,Gentamicin,2021-07-01,K-pneumoniae,4.48,K-pneumoniae__Gentamicin__South West,South West,1.16
10953,South West,Piperacillin with tazobactam,2021-07-01,K-pneumoniae,14.07,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.16
10954,South West,Third Generation Cephalosporins,2021-07-01,K-pneumoniae,10.22,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.16
10955,South West,Amikacin,2021-07-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.16
10956,South West,Carbapenems,2021-07-01,P-aeruginosa,5.75,P-aeruginosa__Carbapenems__South West,South West,1.16
10957,South West,Ceftazidime,2021-07-01,P-aeruginosa,8.05,P-aeruginosa__Ceftazidime__South West,South West,1.16
10958,South West,Ciprofloxacin,2021-07-01,P-aeruginosa,2.63,P-aeruginosa__Ciprofloxacin__South West,South West,1.16
10959,South West,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,10.47,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.16
10960,South West,Macrolides,2021-07-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__South West,South West,1.16
10961,South West,Penicillin,2021-07-01,S-pneumoniae,2.38,S-pneumoniae__Penicillin__South West,South West,1.16
10962,South West,Glycopeptides,2021-07-01,e-faecalis,0.0,e-faecalis__Glycopeptides__South West,South West,1.16
10963,South West,Glycopeptides,2021-07-01,e-faecium,31.43,e-faecium__Glycopeptides__South West,South West,1.16
10964,South West,Amikacin,2021-08-01,E-coli,0.49,E-coli__Amikacin__South West,South West,1.17
10965,South West,Carbapenems,2021-08-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.17
10966,South West,Ciprofloxacin,2021-08-01,E-coli,13.3,E-coli__Ciprofloxacin__South West,South West,1.17
10967,South West,Co-amoxiclav,2021-08-01,E-coli,40.88,E-coli__Co-amoxiclav__South West,South West,1.17
10968,South West,Gentamicin,2021-08-01,E-coli,7.66,E-coli__Gentamicin__South West,South West,1.17
10969,South West,Piperacillin with tazobactam,2021-08-01,E-coli,10.06,E-coli__Piperacillin with tazobactam__South West,South West,1.17
10970,South West,Third Generation Cephalosporins,2021-08-01,E-coli,9.45,E-coli__Third Generation Cephalosporins__South West,South West,1.17
10971,South West,Amikacin,2021-08-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.17
10972,South West,Carbapenems,2021-08-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__South West,South West,1.17
10973,South West,Ciprofloxacin,2021-08-01,K-pneumoniae,6.14,K-pneumoniae__Ciprofloxacin__South West,South West,1.17
10974,South West,Co-amoxiclav,2021-08-01,K-pneumoniae,18.18,K-pneumoniae__Co-amoxiclav__South West,South West,1.17
10975,South West,Gentamicin,2021-08-01,K-pneumoniae,3.79,K-pneumoniae__Gentamicin__South West,South West,1.17
10976,South West,Piperacillin with tazobactam,2021-08-01,K-pneumoniae,9.09,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.17
10977,South West,Third Generation Cephalosporins,2021-08-01,K-pneumoniae,7.52,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.17
10978,South West,Amikacin,2021-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.17
10979,South West,Carbapenems,2021-08-01,P-aeruginosa,6.52,P-aeruginosa__Carbapenems__South West,South West,1.17
10980,South West,Ceftazidime,2021-08-01,P-aeruginosa,7.61,P-aeruginosa__Ceftazidime__South West,South West,1.17
10981,South West,Ciprofloxacin,2021-08-01,P-aeruginosa,2.38,P-aeruginosa__Ciprofloxacin__South West,South West,1.17
10982,South West,Piperacillin with tazobactam,2021-08-01,P-aeruginosa,11.11,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.17
10983,South West,Macrolides,2021-08-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__South West,South West,1.17
10984,South West,Penicillin,2021-08-01,S-pneumoniae,2.94,S-pneumoniae__Penicillin__South West,South West,1.17
10985,South West,Glycopeptides,2021-08-01,e-faecalis,4.94,e-faecalis__Glycopeptides__South West,South West,1.17
10986,South West,Glycopeptides,2021-08-01,e-faecium,25.37,e-faecium__Glycopeptides__South West,South West,1.17
10987,South West,Amikacin,2021-09-01,E-coli,0.76,E-coli__Amikacin__South West,South West,1.18
10988,South West,Carbapenems,2021-09-01,E-coli,0.23,E-coli__Carbapenems__South West,South West,1.18
10989,South West,Ciprofloxacin,2021-09-01,E-coli,13.27,E-coli__Ciprofloxacin__South West,South West,1.18
10990,South West,Co-amoxiclav,2021-09-01,E-coli,40.7,E-coli__Co-amoxiclav__South West,South West,1.18
10991,South West,Gentamicin,2021-09-01,E-coli,7.95,E-coli__Gentamicin__South West,South West,1.18
10992,South West,Piperacillin with tazobactam,2021-09-01,E-coli,9.98,E-coli__Piperacillin with tazobactam__South West,South West,1.18
10993,South West,Third Generation Cephalosporins,2021-09-01,E-coli,11.18,E-coli__Third Generation Cephalosporins__South West,South West,1.18
10994,South West,Amikacin,2021-09-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.18
10995,South West,Carbapenems,2021-09-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__South West,South West,1.18
10996,South West,Ciprofloxacin,2021-09-01,K-pneumoniae,6.72,K-pneumoniae__Ciprofloxacin__South West,South West,1.18
10997,South West,Co-amoxiclav,2021-09-01,K-pneumoniae,17.53,K-pneumoniae__Co-amoxiclav__South West,South West,1.18
10998,South West,Gentamicin,2021-09-01,K-pneumoniae,6.54,K-pneumoniae__Gentamicin__South West,South West,1.18
10999,South West,Piperacillin with tazobactam,2021-09-01,K-pneumoniae,9.15,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.18
11000,South West,Third Generation Cephalosporins,2021-09-01,K-pneumoniae,9.03,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.18
11001,South West,Amikacin,2021-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.18
11002,South West,Carbapenems,2021-09-01,P-aeruginosa,9.57,P-aeruginosa__Carbapenems__South West,South West,1.18
11003,South West,Ceftazidime,2021-09-01,P-aeruginosa,9.57,P-aeruginosa__Ceftazidime__South West,South West,1.18
11004,South West,Ciprofloxacin,2021-09-01,P-aeruginosa,2.3,P-aeruginosa__Ciprofloxacin__South West,South West,1.18
11005,South West,Piperacillin with tazobactam,2021-09-01,P-aeruginosa,7.61,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.18
11006,South West,Macrolides,2021-09-01,S-pneumoniae,2.56,S-pneumoniae__Macrolides__South West,South West,1.18
11007,South West,Penicillin,2021-09-01,S-pneumoniae,5.56,S-pneumoniae__Penicillin__South West,South West,1.18
11008,South West,Glycopeptides,2021-09-01,e-faecalis,6.33,e-faecalis__Glycopeptides__South West,South West,1.18
11009,South West,Glycopeptides,2021-09-01,e-faecium,27.14,e-faecium__Glycopeptides__South West,South West,1.18
11010,South West,Amikacin,2021-10-01,E-coli,0.76,E-coli__Amikacin__South West,South West,1.19
11011,South West,Carbapenems,2021-10-01,E-coli,0.23,E-coli__Carbapenems__South West,South West,1.19
11012,South West,Ciprofloxacin,2021-10-01,E-coli,14.09,E-coli__Ciprofloxacin__South West,South West,1.19
11013,South West,Co-amoxiclav,2021-10-01,E-coli,40.89,E-coli__Co-amoxiclav__South West,South West,1.19
11014,South West,Gentamicin,2021-10-01,E-coli,8.6,E-coli__Gentamicin__South West,South West,1.19
11015,South West,Piperacillin with tazobactam,2021-10-01,E-coli,10.68,E-coli__Piperacillin with tazobactam__South West,South West,1.19
11016,South West,Third Generation Cephalosporins,2021-10-01,E-coli,11.59,E-coli__Third Generation Cephalosporins__South West,South West,1.19
11017,South West,Amikacin,2021-10-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.19
11018,South West,Carbapenems,2021-10-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__South West,South West,1.19
11019,South West,Ciprofloxacin,2021-10-01,K-pneumoniae,9.46,K-pneumoniae__Ciprofloxacin__South West,South West,1.19
11020,South West,Co-amoxiclav,2021-10-01,K-pneumoniae,17.54,K-pneumoniae__Co-amoxiclav__South West,South West,1.19
11021,South West,Gentamicin,2021-10-01,K-pneumoniae,6.43,K-pneumoniae__Gentamicin__South West,South West,1.19
11022,South West,Piperacillin with tazobactam,2021-10-01,K-pneumoniae,11.83,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.19
11023,South West,Third Generation Cephalosporins,2021-10-01,K-pneumoniae,10.98,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.19
11024,South West,Amikacin,2021-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.19
11025,South West,Carbapenems,2021-10-01,P-aeruginosa,11.7,P-aeruginosa__Carbapenems__South West,South West,1.19
11026,South West,Ceftazidime,2021-10-01,P-aeruginosa,6.32,P-aeruginosa__Ceftazidime__South West,South West,1.19
11027,South West,Ciprofloxacin,2021-10-01,P-aeruginosa,3.3,P-aeruginosa__Ciprofloxacin__South West,South West,1.19
11028,South West,Piperacillin with tazobactam,2021-10-01,P-aeruginosa,7.61,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.19
11029,South West,Macrolides,2021-10-01,S-pneumoniae,2.38,S-pneumoniae__Macrolides__South West,South West,1.19
11030,South West,Penicillin,2021-10-01,S-pneumoniae,2.7,S-pneumoniae__Penicillin__South West,South West,1.19
11031,South West,Glycopeptides,2021-10-01,e-faecalis,5.62,e-faecalis__Glycopeptides__South West,South West,1.19
11032,South West,Glycopeptides,2021-10-01,e-faecium,30.88,e-faecium__Glycopeptides__South West,South West,1.19
11033,South West,Amikacin,2021-11-01,E-coli,1.8,E-coli__Amikacin__South West,South West,1.22
11034,South West,Carbapenems,2021-11-01,E-coli,0.25,E-coli__Carbapenems__South West,South West,1.22
11035,South West,Ciprofloxacin,2021-11-01,E-coli,11.76,E-coli__Ciprofloxacin__South West,South West,1.22
11036,South West,Co-amoxiclav,2021-11-01,E-coli,39.51,E-coli__Co-amoxiclav__South West,South West,1.22
11037,South West,Gentamicin,2021-11-01,E-coli,8.86,E-coli__Gentamicin__South West,South West,1.22
11038,South West,Piperacillin with tazobactam,2021-11-01,E-coli,9.02,E-coli__Piperacillin with tazobactam__South West,South West,1.22
11039,South West,Third Generation Cephalosporins,2021-11-01,E-coli,10.17,E-coli__Third Generation Cephalosporins__South West,South West,1.22
11040,South West,Amikacin,2021-11-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.22
11041,South West,Carbapenems,2021-11-01,K-pneumoniae,0.55,K-pneumoniae__Carbapenems__South West,South West,1.22
11042,South West,Ciprofloxacin,2021-11-01,K-pneumoniae,11.33,K-pneumoniae__Ciprofloxacin__South West,South West,1.22
11043,South West,Co-amoxiclav,2021-11-01,K-pneumoniae,22.47,K-pneumoniae__Co-amoxiclav__South West,South West,1.22
11044,South West,Gentamicin,2021-11-01,K-pneumoniae,7.87,K-pneumoniae__Gentamicin__South West,South West,1.22
11045,South West,Piperacillin with tazobactam,2021-11-01,K-pneumoniae,13.29,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.22
11046,South West,Third Generation Cephalosporins,2021-11-01,K-pneumoniae,13.81,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.22
11047,South West,Amikacin,2021-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.22
11048,South West,Carbapenems,2021-11-01,P-aeruginosa,13.79,P-aeruginosa__Carbapenems__South West,South West,1.22
11049,South West,Ceftazidime,2021-11-01,P-aeruginosa,5.81,P-aeruginosa__Ceftazidime__South West,South West,1.22
11050,South West,Ciprofloxacin,2021-11-01,P-aeruginosa,2.38,P-aeruginosa__Ciprofloxacin__South West,South West,1.22
11051,South West,Piperacillin with tazobactam,2021-11-01,P-aeruginosa,5.95,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.22
11052,South West,Macrolides,2021-11-01,S-pneumoniae,4.55,S-pneumoniae__Macrolides__South West,South West,1.22
11053,South West,Penicillin,2021-11-01,S-pneumoniae,3.33,S-pneumoniae__Penicillin__South West,South West,1.22
11054,South West,Glycopeptides,2021-11-01,e-faecalis,4.4,e-faecalis__Glycopeptides__South West,South West,1.22
11055,South West,Glycopeptides,2021-11-01,e-faecium,38.27,e-faecium__Glycopeptides__South West,South West,1.22
11056,South West,Amikacin,2021-12-01,E-coli,1.7,E-coli__Amikacin__South West,South West,1.25
11057,South West,Carbapenems,2021-12-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.25
11058,South West,Ciprofloxacin,2021-12-01,E-coli,10.96,E-coli__Ciprofloxacin__South West,South West,1.25
11059,South West,Co-amoxiclav,2021-12-01,E-coli,41.07,E-coli__Co-amoxiclav__South West,South West,1.25
11060,South West,Gentamicin,2021-12-01,E-coli,8.12,E-coli__Gentamicin__South West,South West,1.25
11061,South West,Piperacillin with tazobactam,2021-12-01,E-coli,8.3,E-coli__Piperacillin with tazobactam__South West,South West,1.25
11062,South West,Third Generation Cephalosporins,2021-12-01,E-coli,8.1,E-coli__Third Generation Cephalosporins__South West,South West,1.25
11063,South West,Amikacin,2021-12-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.25
11064,South West,Carbapenems,2021-12-01,K-pneumoniae,0.52,K-pneumoniae__Carbapenems__South West,South West,1.25
11065,South West,Ciprofloxacin,2021-12-01,K-pneumoniae,10.49,K-pneumoniae__Ciprofloxacin__South West,South West,1.25
11066,South West,Co-amoxiclav,2021-12-01,K-pneumoniae,20.53,K-pneumoniae__Co-amoxiclav__South West,South West,1.25
11067,South West,Gentamicin,2021-12-01,K-pneumoniae,4.69,K-pneumoniae__Gentamicin__South West,South West,1.25
11068,South West,Piperacillin with tazobactam,2021-12-01,K-pneumoniae,14.67,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.25
11069,South West,Third Generation Cephalosporins,2021-12-01,K-pneumoniae,13.02,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.25
11070,South West,Amikacin,2021-12-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__South West,South West,1.25
11071,South West,Carbapenems,2021-12-01,P-aeruginosa,8.43,P-aeruginosa__Carbapenems__South West,South West,1.25
11072,South West,Ceftazidime,2021-12-01,P-aeruginosa,4.88,P-aeruginosa__Ceftazidime__South West,South West,1.25
11073,South West,Ciprofloxacin,2021-12-01,P-aeruginosa,2.47,P-aeruginosa__Ciprofloxacin__South West,South West,1.25
11074,South West,Piperacillin with tazobactam,2021-12-01,P-aeruginosa,6.1,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.25
11075,South West,Macrolides,2021-12-01,S-pneumoniae,4.55,S-pneumoniae__Macrolides__South West,South West,1.25
11076,South West,Penicillin,2021-12-01,S-pneumoniae,3.75,S-pneumoniae__Penicillin__South West,South West,1.25
11077,South West,Glycopeptides,2021-12-01,e-faecalis,4.08,e-faecalis__Glycopeptides__South West,South West,1.25
11078,South West,Glycopeptides,2021-12-01,e-faecium,35.92,e-faecium__Glycopeptides__South West,South West,1.25
11079,South West,Amikacin,2022-01-01,E-coli,1.49,E-coli__Amikacin__South West,South West,1.25
11080,South West,Carbapenems,2022-01-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.25
11081,South West,Ciprofloxacin,2022-01-01,E-coli,10.81,E-coli__Ciprofloxacin__South West,South West,1.25
11082,South West,Co-amoxiclav,2022-01-01,E-coli,42.31,E-coli__Co-amoxiclav__South West,South West,1.25
11083,South West,Gentamicin,2022-01-01,E-coli,8.99,E-coli__Gentamicin__South West,South West,1.25
11084,South West,Piperacillin with tazobactam,2022-01-01,E-coli,6.9,E-coli__Piperacillin with tazobactam__South West,South West,1.25
11085,South West,Third Generation Cephalosporins,2022-01-01,E-coli,8.99,E-coli__Third Generation Cephalosporins__South West,South West,1.25
11086,South West,Amikacin,2022-01-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.25
11087,South West,Carbapenems,2022-01-01,K-pneumoniae,0.6,K-pneumoniae__Carbapenems__South West,South West,1.25
11088,South West,Ciprofloxacin,2022-01-01,K-pneumoniae,10.49,K-pneumoniae__Ciprofloxacin__South West,South West,1.25
11089,South West,Co-amoxiclav,2022-01-01,K-pneumoniae,19.02,K-pneumoniae__Co-amoxiclav__South West,South West,1.25
11090,South West,Gentamicin,2022-01-01,K-pneumoniae,5.42,K-pneumoniae__Gentamicin__South West,South West,1.25
11091,South West,Piperacillin with tazobactam,2022-01-01,K-pneumoniae,12.5,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.25
11092,South West,Third Generation Cephalosporins,2022-01-01,K-pneumoniae,10.91,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.25
11093,South West,Amikacin,2022-01-01,P-aeruginosa,1.59,P-aeruginosa__Amikacin__South West,South West,1.25
11094,South West,Carbapenems,2022-01-01,P-aeruginosa,14.86,P-aeruginosa__Carbapenems__South West,South West,1.25
11095,South West,Ceftazidime,2022-01-01,P-aeruginosa,6.76,P-aeruginosa__Ceftazidime__South West,South West,1.25
11096,South West,Ciprofloxacin,2022-01-01,P-aeruginosa,4.17,P-aeruginosa__Ciprofloxacin__South West,South West,1.25
11097,South West,Piperacillin with tazobactam,2022-01-01,P-aeruginosa,4.05,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.25
11098,South West,Macrolides,2022-01-01,S-pneumoniae,4.4,S-pneumoniae__Macrolides__South West,South West,1.25
11099,South West,Penicillin,2022-01-01,S-pneumoniae,3.45,S-pneumoniae__Penicillin__South West,South West,1.25
11100,South West,Glycopeptides,2022-01-01,e-faecalis,4.4,e-faecalis__Glycopeptides__South West,South West,1.25
11101,South West,Glycopeptides,2022-01-01,e-faecium,37.19,e-faecium__Glycopeptides__South West,South West,1.25
11102,South West,Amikacin,2022-02-01,E-coli,0.67,E-coli__Amikacin__South West,South West,1.26
11103,South West,Carbapenems,2022-02-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.26
11104,South West,Ciprofloxacin,2022-02-01,E-coli,13.06,E-coli__Ciprofloxacin__South West,South West,1.26
11105,South West,Co-amoxiclav,2022-02-01,E-coli,41.64,E-coli__Co-amoxiclav__South West,South West,1.26
11106,South West,Gentamicin,2022-02-01,E-coli,8.56,E-coli__Gentamicin__South West,South West,1.26
11107,South West,Piperacillin with tazobactam,2022-02-01,E-coli,7.27,E-coli__Piperacillin with tazobactam__South West,South West,1.26
11108,South West,Third Generation Cephalosporins,2022-02-01,E-coli,9.81,E-coli__Third Generation Cephalosporins__South West,South West,1.26
11109,South West,Amikacin,2022-02-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__South West,South West,1.26
11110,South West,Carbapenems,2022-02-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__South West,South West,1.26
11111,South West,Ciprofloxacin,2022-02-01,K-pneumoniae,9.56,K-pneumoniae__Ciprofloxacin__South West,South West,1.26
11112,South West,Co-amoxiclav,2022-02-01,K-pneumoniae,16.89,K-pneumoniae__Co-amoxiclav__South West,South West,1.26
11113,South West,Gentamicin,2022-02-01,K-pneumoniae,3.95,K-pneumoniae__Gentamicin__South West,South West,1.26
11114,South West,Piperacillin with tazobactam,2022-02-01,K-pneumoniae,14.19,K-pneumoniae__Piperacillin with tazobactam__South West,South West,1.26
11115,South West,Third Generation Cephalosporins,2022-02-01,K-pneumoniae,11.26,K-pneumoniae__Third Generation Cephalosporins__South West,South West,1.26
11116,South West,Amikacin,2022-02-01,P-aeruginosa,1.72,P-aeruginosa__Amikacin__South West,South West,1.26
11117,South West,Carbapenems,2022-02-01,P-aeruginosa,13.24,P-aeruginosa__Carbapenems__South West,South West,1.26
11118,South West,Ceftazidime,2022-02-01,P-aeruginosa,7.25,P-aeruginosa__Ceftazidime__South West,South West,1.26
11119,South West,Ciprofloxacin,2022-02-01,P-aeruginosa,6.25,P-aeruginosa__Ciprofloxacin__South West,South West,1.26
11120,South West,Piperacillin with tazobactam,2022-02-01,P-aeruginosa,2.9,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.26
11121,South West,Macrolides,2022-02-01,S-pneumoniae,5.41,S-pneumoniae__Macrolides__South West,South West,1.26
11122,South West,Penicillin,2022-02-01,S-pneumoniae,2.9,S-pneumoniae__Penicillin__South West,South West,1.26
11123,South West,Glycopeptides,2022-02-01,e-faecalis,1.22,e-faecalis__Glycopeptides__South West,South West,1.26
11124,South West,Glycopeptides,2022-02-01,e-faecium,33.9,e-faecium__Glycopeptides__South West,South West,1.26
11125,South West,Amikacin,2022-03-01,E-coli,0.68,E-coli__Amikacin__South West,South West,1.28
11126,South West,Carbapenems,2022-03-01,E-coli,0.0,E-coli__Carbapenems__South West,South West,1.28
