theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period,metric-value
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/12/2023,16.52,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/11/2023,18.1,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/10/2023,17.56,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/09/2023,21.14,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/08/2023,14.93,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/07/2023,16.13,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/06/2023,14.95,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/05/2023,16.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/04/2023,14.58,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/03/2023,14.43,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/02/2023,21.59,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/01/2023,24.27,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/12/2022,26.13,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/11/2022,19.55,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/10/2022,19.85,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/09/2022,16.22,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/08/2022,14.29,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/07/2022,14.55,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/06/2022,17.48,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/05/2022,22.33,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/04/2022,20.41,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/03/2022,17.53,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/02/2022,16,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/01/2022,15.25,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/12/2021,17.42,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/11/2021,20.31,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/10/2021,17.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/09/2021,16.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/08/2021,18.98,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/07/2021,20.34,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/06/2021,18.27,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/05/2021,12.24,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/04/2021,12.37,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/03/2021,21.36,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/02/2021,20.18,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2021,01/01/2021,26.6,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2020,01/12/2020,19.32,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2020,01/11/2020,24.71,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2020,01/10/2020,19.44,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2020,01/09/2020,21.7,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North East,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2020,01/08/2020,19.59,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/06/2025,4.9,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/05/2025,3.8,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/04/2025,2.41,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/03/2025,1.01,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/02/2025,2.26,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/01/2025,2.19,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/12/2024,3.3,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/11/2024,3.08,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/10/2024,2.58,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/09/2024,1.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/08/2024,1.9,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/07/2024,3.27,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/06/2024,3.85,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/05/2024,3.43,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/04/2024,2.93,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/03/2024,1.94,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/02/2024,1.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/01/2024,1.52,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/12/2023,2.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/11/2023,2.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/10/2023,2.62,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/09/2023,1.13,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/08/2023,0.58,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/07/2023,0.56,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/06/2023,1.68,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/05/2023,2.53,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/04/2023,1.94,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/03/2023,0.68,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/02/2023,0,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/01/2023,2.29,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/12/2022,3.59,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/11/2022,3.48,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/10/2022,1.69,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/09/2022,0,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/08/2022,0,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/07/2022,0.75,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/06/2022,1.32,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/05/2022,1.2,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/04/2022,2.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/03/2022,2.21,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/02/2022,3.12,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/01/2022,3.27,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/12/2021,3.11,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/11/2021,3.77,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/10/2021,2.96,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/09/2021,3.88,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/08/2021,3.2,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/07/2021,2.38,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/06/2021,1.56,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/05/2021,0.69,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/04/2021,1.38,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/03/2021,0.66,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/02/2021,0.76,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/01/2021,0.71,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/12/2020,0.69,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/11/2020,0.61,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/10/2020,0,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/09/2020,1.4,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/08/2020,2.27,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/06/2025,2.08,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/05/2025,2.24,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/04/2025,1.81,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/03/2025,0.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/02/2025,0.62,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/01/2025,0.3,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/12/2024,0.96,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/11/2024,1.69,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/10/2024,1.98,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/09/2024,2.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/08/2024,1.34,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/07/2024,2.09,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/06/2024,2,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/05/2024,2.1,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/04/2024,1.4,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/03/2024,1.09,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/02/2024,1.78,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/01/2024,2.49,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/12/2023,2.78,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/11/2023,1.69,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/10/2023,2.01,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/09/2023,1.75,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/08/2023,2.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/07/2023,1.87,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/06/2023,4,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/05/2023,3.41,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/04/2023,4.89,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/03/2023,2.86,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/02/2023,3.02,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/01/2023,1.49,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/12/2022,1.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/11/2022,1.33,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/10/2022,1.43,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/09/2022,1.72,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/08/2022,3,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,North West,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/07/2022,4.29,FALSE,
