theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,in_reporting_delay_period,metric_value,metric_value,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/08/2022,1.8,FALSE,01-Aug-22,203.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/07/2022,1.75,FALSE,01-Jul-22,209.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/06/2022,1.23,FALSE,01-Jun-22,216
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/05/2022,1.11,FALSE,01-May-22,210
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/04/2022,0.68,FALSE,01-Apr-22,195.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/03/2022,0.68,FALSE,01-Mar-22,196
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/02/2022,0.67,FALSE,01-Feb-22,200
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/01/2022,1.49,FALSE,01-Jan-22,202
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/12/2021,1.69,FALSE,01-Dec-21,196.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/11/2021,1.8,FALSE,01-Nov-21,204
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/10/2021,0.76,FALSE,01-Oct-21,219.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/09/2021,0.76,FALSE,01-Sep-21,220.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/08/2021,0.49,FALSE,01-Aug-21,204.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/07/2021,0.51,FALSE,01-Jul-21,194.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/06/2021,0.18,FALSE,01-Jun-21,189.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/05/2021,0.5,FALSE,01-May-21,198.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/04/2021,0.51,FALSE,01-Apr-21,196.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/03/2021,0.83,FALSE,01-Mar-21,201
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/02/2021,0.51,FALSE,01-Feb-21,195.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/01/2021,0.72,FALSE,01-Jan-21,184.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/12/2020,0.7,FALSE,01-Dec-20,191
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/11/2020,0.52,FALSE,01-Nov-20,191
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/10/2020,0.45,FALSE,01-Oct-20,220
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/09/2020,0.31,FALSE,01-Sep-20,217.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/08/2020,0.47,FALSE,01-Aug-20,210.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/06/2025,0,FALSE,01-Jun-25,338.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/05/2025,0.1,FALSE,01-May-25,338
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/04/2025,0.11,FALSE,01-Apr-25,314
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/03/2025,0.11,FALSE,01-Mar-25,301
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/02/2025,0,FALSE,01-Feb-25,291
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/01/2025,0,FALSE,01-Jan-25,297
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/12/2024,0.12,FALSE,01-Dec-24,289
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/11/2024,0.11,FALSE,01-Nov-24,298
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/10/2024,0.11,FALSE,01-Oct-24,315
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/09/2024,0,FALSE,01-Sep-24,333.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/08/2024,0,FALSE,01-Aug-24,326
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/07/2024,0,FALSE,01-Jul-24,323.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/06/2024,0,FALSE,01-Jun-24,310.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/05/2024,0,FALSE,01-May-24,296.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/04/2024,0,FALSE,01-Apr-24,284
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/03/2024,0,FALSE,01-Mar-24,288
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/02/2024,0,FALSE,01-Feb-24,298.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/01/2024,0,FALSE,01-Jan-24,304
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/12/2023,0,FALSE,01-Dec-23,306.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/11/2023,0,FALSE,01-Nov-23,311.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/10/2023,0,FALSE,01-Oct-23,326
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/09/2023,0,FALSE,01-Sep-23,332
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/08/2023,0,FALSE,01-Aug-23,328.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/07/2023,0,FALSE,01-Jul-23,309
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/06/2023,0.23,FALSE,01-Jun-23,291.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/05/2023,0.36,FALSE,01-May-23,281.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/04/2023,0.36,FALSE,01-Apr-23,274.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/03/2023,0.12,FALSE,01-Mar-23,271.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/02/2023,0,FALSE,01-Feb-23,262.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/01/2023,0,FALSE,01-Jan-23,271.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/12/2022,0.12,FALSE,01-Dec-22,276.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/11/2022,0.11,FALSE,01-Nov-22,296.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/10/2022,0.12,FALSE,01-Oct-22,289.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/09/2022,0,FALSE,01-Sep-22,288
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/08/2022,0,FALSE,01-Aug-22,281.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/07/2022,0,FALSE,01-Jul-22,278.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/06/2022,0,FALSE,01-Jun-22,271
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/05/2022,0,FALSE,01-May-22,266.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/04/2022,0,FALSE,01-Apr-22,252.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/03/2022,0,FALSE,01-Mar-22,261
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/02/2022,0,FALSE,01-Feb-22,260.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/01/2022,0,FALSE,01-Jan-22,266.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/12/2021,0,FALSE,01-Dec-21,255.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/11/2021,0.25,FALSE,01-Nov-21,266.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/10/2021,0.23,FALSE,01-Oct-21,284.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/09/2021,0.23,FALSE,01-Sep-21,291.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/08/2021,0,FALSE,01-Aug-21,270.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/07/2021,0,FALSE,01-Jul-21,259.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/06/2021,0,FALSE,01-Jun-21,247.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/05/2021,0,FALSE,01-May-21,256.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/04/2021,0,FALSE,01-Apr-21,249
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/03/2021,0,FALSE,01-Mar-21,253.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/02/2021,0,FALSE,01-Feb-21,254
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2021,01/01/2021,0,FALSE,01-Jan-21,244.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2020,01/12/2020,0,FALSE,01-Dec-20,251.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2020,01/11/2020,0,FALSE,01-Nov-20,252.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2020,01/10/2020,0,FALSE,01-Oct-20,287.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2020,01/09/2020,0.12,FALSE,01-Sep-20,286
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2020,01/08/2020,0.12,FALSE,01-Aug-20,269.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/06/2025,15.46,FALSE,01-Jun-25,319
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/05/2025,13.77,FALSE,01-May-25,305
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/04/2025,12.49,FALSE,01-Apr-25,280.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/03/2025,13.75,FALSE,01-Mar-25,266.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/02/2025,14.59,FALSE,01-Feb-25,262.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,01/01/2025,14.56,FALSE,01-Jan-25,258.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/12/2024,13.32,FALSE,01-Dec-24,250.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/11/2024,12.36,FALSE,01-Nov-24,259
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/10/2024,12.34,FALSE,01-Oct-24,278.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/09/2024,14.09,FALSE,01-Sep-24,295.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/08/2024,13.42,FALSE,01-Aug-24,290.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/07/2024,12.81,FALSE,01-Jul-24,291.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/06/2024,11.73,FALSE,01-Jun-24,287
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/05/2024,13.65,FALSE,01-May-24,271
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/04/2024,13.3,FALSE,01-Apr-24,265.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/03/2024,13.22,FALSE,01-Mar-24,264.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/02/2024,13.24,FALSE,01-Feb-24,274.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2024,01/01/2024,15.64,FALSE,01-Jan-24,275
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/12/2023,15.51,FALSE,01-Dec-23,273
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/11/2023,15.8,FALSE,01-Nov-23,276.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/10/2023,14.22,FALSE,01-Oct-23,290.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/09/2023,14.92,FALSE,01-Sep-23,299.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/08/2023,15.03,FALSE,01-Aug-23,301.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/07/2023,13.97,FALSE,01-Jul-23,284
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/06/2023,13.57,FALSE,01-Jun-23,267.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/05/2023,11.96,FALSE,01-May-23,253.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/04/2023,12.35,FALSE,01-Apr-23,243
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/03/2023,11.44,FALSE,01-Mar-23,239
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/02/2023,10.74,FALSE,01-Feb-23,232.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2023,01/01/2023,11.03,FALSE,01-Jan-23,241.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/12/2022,11.73,FALSE,01-Dec-22,253
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/11/2022,12.17,FALSE,01-Nov-22,276.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/10/2022,12.35,FALSE,01-Oct-22,272.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/09/2022,13.07,FALSE,01-Sep-22,265.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/08/2022,13.74,FALSE,01-Aug-22,252.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/07/2022,14.13,FALSE,01-Jul-22,247.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/06/2022,12.6,FALSE,01-Jun-22,240.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/05/2022,11.61,FALSE,01-May-22,238.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/04/2022,12.33,FALSE,01-Apr-22,227
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/03/2022,13.46,FALSE,01-Mar-22,235.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/02/2022,13.04,FALSE,01-Feb-22,230
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2022,01/01/2022,10.79,FALSE,01-Jan-22,231.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/12/2021,10.94,FALSE,01-Dec-21,219.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/11/2021,11.74,FALSE,01-Nov-21,230
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/10/2021,14.05,FALSE,01-Oct-21,246.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/09/2021,13.25,FALSE,01-Sep-21,254
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/08/2021,13.29,FALSE,01-Aug-21,233.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/07/2021,11.72,FALSE,01-Jul-21,224.67
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/06/2021,11.51,FALSE,01-Jun-21,214.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2021,01/05/2021,12.48,FALSE,01-May-21,224.33
