,geography,stratum,date,organism,resistance_pct
1940,North West,Gentamicin,2024-01-12,K-pneumoniae,12.71
1941,North West,Gentamicin,2025-01-01,K-pneumoniae,11.0
1942,North West,Gentamicin,2025-01-02,K-pneumoniae,12.0
1943,North West,Gentamicin,2025-01-03,K-pneumoniae,9.38
1944,North West,Gentamicin,2025-01-04,K-pneumoniae,11.07
1945,North West,Gentamicin,2025-01-05,K-pneumoniae,9.56
1946,North West,Gentamicin,2025-01-06,K-pneumoniae,9.32
1947,North West,Piperacillin with tazobactam,2020-01-08,K-pneumoniae,12.44
1948,North West,Piperacillin with tazobactam,2020-01-09,K-pneumoniae,10.18
1949,North West,Piperacillin with tazobactam,2020-01-10,K-pneumoniae,13.39
1950,North West,Piperacillin with tazobactam,2020-01-11,K-pneumoniae,19.6
1951,North West,Piperacillin with tazobactam,2020-01-12,K-pneumoniae,24.22
1952,North West,Piperacillin with tazobactam,2021-01-01,K-pneumoniae,22.93
1953,North West,Piperacillin with tazobactam,2021-01-02,K-pneumoniae,20.59
1954,North West,Piperacillin with tazobactam,2021-01-03,K-pneumoniae,15.28
1955,North West,Piperacillin with tazobactam,2021-01-04,K-pneumoniae,16.36
1956,North West,Piperacillin with tazobactam,2021-01-05,K-pneumoniae,15.96
1957,North West,Piperacillin with tazobactam,2021-01-06,K-pneumoniae,17.13
1958,North West,Piperacillin with tazobactam,2021-01-07,K-pneumoniae,18.01
1959,North West,Piperacillin with tazobactam,2021-01-08,K-pneumoniae,15.49
1960,North West,Piperacillin with tazobactam,2021-01-09,K-pneumoniae,20.09
1961,North West,Piperacillin with tazobactam,2021-01-10,K-pneumoniae,18.52
1962,North West,Piperacillin with tazobactam,2021-01-11,K-pneumoniae,18.67
1963,North West,Piperacillin with tazobactam,2021-01-12,K-pneumoniae,15.9
1964,North West,Piperacillin with tazobactam,2022-01-01,K-pneumoniae,15.19
1965,North West,Piperacillin with tazobactam,2022-01-02,K-pneumoniae,17.07
1966,North West,Piperacillin with tazobactam,2022-01-03,K-pneumoniae,17.14
1967,North West,Piperacillin with tazobactam,2022-01-04,K-pneumoniae,17.97
1968,North West,Piperacillin with tazobactam,2022-01-05,K-pneumoniae,16.12
1969,North West,Piperacillin with tazobactam,2022-01-06,K-pneumoniae,17.04
1970,North West,Piperacillin with tazobactam,2022-01-07,K-pneumoniae,18.93
1971,North West,Piperacillin with tazobactam,2022-01-08,K-pneumoniae,25.0
1972,North West,Piperacillin with tazobactam,2022-01-09,K-pneumoniae,22.57
1973,North West,Piperacillin with tazobactam,2022-01-10,K-pneumoniae,23.7
1974,North West,Piperacillin with tazobactam,2022-01-11,K-pneumoniae,20.91
1975,North West,Piperacillin with tazobactam,2022-01-12,K-pneumoniae,23.94
1976,North West,Piperacillin with tazobactam,2023-01-01,K-pneumoniae,23.83
1977,North West,Piperacillin with tazobactam,2023-01-02,K-pneumoniae,25.59
1978,North West,Piperacillin with tazobactam,2023-01-03,K-pneumoniae,25.42
1979,North West,Piperacillin with tazobactam,2023-01-04,K-pneumoniae,24.51
1980,North West,Piperacillin with tazobactam,2023-01-05,K-pneumoniae,23.2
1981,North West,Piperacillin with tazobactam,2023-01-06,K-pneumoniae,21.29
1982,North West,Piperacillin with tazobactam,2023-01-07,K-pneumoniae,19.69
1983,North West,Piperacillin with tazobactam,2023-01-08,K-pneumoniae,21.15
1984,North West,Piperacillin with tazobactam,2023-01-09,K-pneumoniae,22.83
1985,North West,Piperacillin with tazobactam,2023-01-10,K-pneumoniae,25.7
1986,North West,Piperacillin with tazobactam,2023-01-11,K-pneumoniae,26.67
1987,North West,Piperacillin with tazobactam,2023-01-12,K-pneumoniae,27.37
1988,North West,Piperacillin with tazobactam,2024-01-01,K-pneumoniae,24.25
1989,North West,Piperacillin with tazobactam,2024-01-02,K-pneumoniae,21.97
1990,North West,Piperacillin with tazobactam,2024-01-03,K-pneumoniae,21.84
1991,North West,Piperacillin with tazobactam,2024-01-04,K-pneumoniae,23.25
1992,North West,Piperacillin with tazobactam,2024-01-05,K-pneumoniae,23.36
1993,North West,Piperacillin with tazobactam,2024-01-06,K-pneumoniae,22.7
1994,North West,Piperacillin with tazobactam,2024-01-07,K-pneumoniae,24.35
1995,North West,Piperacillin with tazobactam,2024-01-08,K-pneumoniae,23.21
1996,North West,Piperacillin with tazobactam,2024-01-09,K-pneumoniae,24.1
1997,North West,Piperacillin with tazobactam,2024-01-10,K-pneumoniae,22.34
1998,North West,Piperacillin with tazobactam,2024-01-11,K-pneumoniae,22.91
1999,North West,Piperacillin with tazobactam,2024-01-12,K-pneumoniae,22.26
2000,North West,Piperacillin with tazobactam,2025-01-01,K-pneumoniae,22.33
2001,North West,Piperacillin with tazobactam,2025-01-02,K-pneumoniae,23.23
2002,North West,Piperacillin with tazobactam,2025-01-03,K-pneumoniae,25.45
2003,North West,Piperacillin with tazobactam,2025-01-04,K-pneumoniae,28.17
2004,North West,Piperacillin with tazobactam,2025-01-05,K-pneumoniae,29.43
2005,North West,Piperacillin with tazobactam,2025-01-06,K-pneumoniae,27.45
2006,North West,Third Generation Cephalosporins,2020-01-08,K-pneumoniae,15.74
2007,North West,Third Generation Cephalosporins,2020-01-09,K-pneumoniae,16.24
2008,North West,Third Generation Cephalosporins,2020-01-10,K-pneumoniae,17.69
2009,North West,Third Generation Cephalosporins,2020-01-11,K-pneumoniae,22.27
2010,North West,Third Generation Cephalosporins,2020-01-12,K-pneumoniae,24.11
2011,North West,Third Generation Cephalosporins,2021-01-01,K-pneumoniae,21.43
2012,North West,Third Generation Cephalosporins,2021-01-02,K-pneumoniae,16.19
2013,North West,Third Generation Cephalosporins,2021-01-03,K-pneumoniae,16.07
2014,North West,Third Generation Cephalosporins,2021-01-04,K-pneumoniae,17.47
2015,North West,Third Generation Cephalosporins,2021-01-05,K-pneumoniae,15.25
2016,North West,Third Generation Cephalosporins,2021-01-06,K-pneumoniae,14.22
2017,North West,Third Generation Cephalosporins,2021-01-07,K-pneumoniae,17.21
2018,North West,Third Generation Cephalosporins,2021-01-08,K-pneumoniae,20.83
2019,North West,Third Generation Cephalosporins,2021-01-09,K-pneumoniae,22.69
2020,North West,Third Generation Cephalosporins,2021-01-10,K-pneumoniae,21.62
2021,North West,Third Generation Cephalosporins,2021-01-11,K-pneumoniae,21.63
2022,North West,Third Generation Cephalosporins,2021-01-12,K-pneumoniae,21.86
2023,North West,Third Generation Cephalosporins,2022-01-01,K-pneumoniae,20.16
2024,North West,Third Generation Cephalosporins,2022-01-02,K-pneumoniae,20.56
2025,North West,Third Generation Cephalosporins,2022-01-03,K-pneumoniae,21.3
2026,North West,Third Generation Cephalosporins,2022-01-04,K-pneumoniae,22.22
2027,North West,Third Generation Cephalosporins,2022-01-05,K-pneumoniae,20.33
2028,North West,Third Generation Cephalosporins,2022-01-06,K-pneumoniae,19.38
2029,North West,Third Generation Cephalosporins,2022-01-07,K-pneumoniae,21.05
2030,North West,Third Generation Cephalosporins,2022-01-08,K-pneumoniae,22.0
2031,North West,Third Generation Cephalosporins,2022-01-09,K-pneumoniae,18.53
2032,North West,Third Generation Cephalosporins,2022-01-10,K-pneumoniae,18.57
2033,North West,Third Generation Cephalosporins,2022-01-11,K-pneumoniae,20.86
2034,North West,Third Generation Cephalosporins,2022-01-12,K-pneumoniae,22.92
2035,North West,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,22.26
2036,North West,Third Generation Cephalosporins,2023-01-02,K-pneumoniae,21.07
2037,North West,Third Generation Cephalosporins,2023-01-03,K-pneumoniae,18.75
2038,North West,Third Generation Cephalosporins,2023-01-04,K-pneumoniae,21.67
2039,North West,Third Generation Cephalosporins,2023-01-05,K-pneumoniae,19.08
2040,North West,Third Generation Cephalosporins,2023-01-06,K-pneumoniae,17.82
2041,North West,Third Generation Cephalosporins,2023-01-07,K-pneumoniae,12.22
2042,North West,Third Generation Cephalosporins,2023-01-08,K-pneumoniae,14.23
2043,North West,Third Generation Cephalosporins,2023-01-09,K-pneumoniae,16.72
2044,North West,Third Generation Cephalosporins,2023-01-10,K-pneumoniae,20.47
2045,North West,Third Generation Cephalosporins,2023-01-11,K-pneumoniae,21.14
2046,North West,Third Generation Cephalosporins,2023-01-12,K-pneumoniae,21.68
2047,North West,Third Generation Cephalosporins,2024-01-01,K-pneumoniae,19.93
2048,North West,Third Generation Cephalosporins,2024-01-02,K-pneumoniae,16.07
2049,North West,Third Generation Cephalosporins,2024-01-03,K-pneumoniae,15.27
2050,North West,Third Generation Cephalosporins,2024-01-04,K-pneumoniae,16.96
2051,North West,Third Generation Cephalosporins,2024-01-05,K-pneumoniae,22.5
2052,North West,Third Generation Cephalosporins,2024-01-06,K-pneumoniae,24.07
2053,North West,Third Generation Cephalosporins,2024-01-07,K-pneumoniae,25.52
2054,North West,Third Generation Cephalosporins,2024-01-08,K-pneumoniae,23.41
2055,North West,Third Generation Cephalosporins,2024-01-09,K-pneumoniae,22.34
2056,North West,Third Generation Cephalosporins,2024-01-10,K-pneumoniae,20.46
2057,North West,Third Generation Cephalosporins,2024-01-11,K-pneumoniae,20.0
2058,North West,Third Generation Cephalosporins,2024-01-12,K-pneumoniae,24.26
2059,North West,Third Generation Cephalosporins,2025-01-01,K-pneumoniae,21.12
2060,North West,Third Generation Cephalosporins,2025-01-02,K-pneumoniae,19.35
2061,North West,Third Generation Cephalosporins,2025-01-03,K-pneumoniae,15.88
2062,North West,Third Generation Cephalosporins,2025-01-04,K-pneumoniae,21.19
2063,North West,Third Generation Cephalosporins,2025-01-05,K-pneumoniae,22.04
2064,North West,Third Generation Cephalosporins,2025-01-06,K-pneumoniae,20.0
2065,South East,Amikacin,2020-01-08,K-pneumoniae,1.68
2066,South East,Amikacin,2020-01-09,K-pneumoniae,2.15
2067,South East,Amikacin,2020-01-10,K-pneumoniae,1.48
2068,South East,Amikacin,2020-01-11,K-pneumoniae,1.83
2069,South East,Amikacin,2020-01-12,K-pneumoniae,1.3
2070,South East,Amikacin,2021-01-01,K-pneumoniae,0.87
2071,South East,Amikacin,2021-01-02,K-pneumoniae,0.48
2072,South East,Amikacin,2021-01-03,K-pneumoniae,0.98
2073,South East,Amikacin,2021-01-04,K-pneumoniae,2.19
2074,South East,Amikacin,2021-01-05,K-pneumoniae,2.09
2075,South East,Amikacin,2021-01-06,K-pneumoniae,1.62
2076,South East,Amikacin,2021-01-07,K-pneumoniae,0.96
2077,South East,Amikacin,2021-01-08,K-pneumoniae,0.98
2078,South East,Amikacin,2021-01-09,K-pneumoniae,0.43
2079,South East,Amikacin,2021-01-10,K-pneumoniae,0.45
2080,South East,Amikacin,2021-01-11,K-pneumoniae,1.58
2081,South East,Amikacin,2021-01-12,K-pneumoniae,1.65
2082,South East,Amikacin,2022-01-01,K-pneumoniae,1.31
2083,South East,Amikacin,2022-01-02,K-pneumoniae,2.84
2084,South East,Amikacin,2022-01-03,K-pneumoniae,5.26
2085,South East,Amikacin,2022-01-04,K-pneumoniae,7.73
2086,South East,Amikacin,2022-01-05,K-pneumoniae,5.42
2087,South East,Amikacin,2022-01-06,K-pneumoniae,3.26
2088,South East,Amikacin,2022-01-07,K-pneumoniae,1.55
2089,South East,Amikacin,2022-01-08,K-pneumoniae,1.84
2090,South East,Amikacin,2022-01-09,K-pneumoniae,1.96
2091,South East,Amikacin,2022-01-10,K-pneumoniae,2.32
2092,South East,Amikacin,2022-01-11,K-pneumoniae,3.14
2093,South East,Amikacin,2022-01-12,K-pneumoniae,3.69
2094,South East,Amikacin,2023-01-01,K-pneumoniae,2.52
2095,South East,Amikacin,2023-01-02,K-pneumoniae,2.23
2096,South East,Amikacin,2023-01-03,K-pneumoniae,2.19
2097,South East,Amikacin,2023-01-04,K-pneumoniae,2.26
2098,South East,Amikacin,2023-01-05,K-pneumoniae,1.76
2099,South East,Amikacin,2023-01-06,K-pneumoniae,1.36
2100,South East,Amikacin,2023-01-07,K-pneumoniae,0.89
2101,South East,Amikacin,2023-01-08,K-pneumoniae,1.59
2102,South East,Amikacin,2023-01-09,K-pneumoniae,1.92
2103,South East,Amikacin,2023-01-10,K-pneumoniae,2.14
2104,South East,Amikacin,2023-01-11,K-pneumoniae,1.54
2105,South East,Amikacin,2023-01-12,K-pneumoniae,1.92
2106,South East,Amikacin,2024-01-01,K-pneumoniae,2.42
2107,South East,Amikacin,2024-01-02,K-pneumoniae,3.03
2108,South East,Amikacin,2024-01-03,K-pneumoniae,1.72
2109,South East,Amikacin,2024-01-04,K-pneumoniae,2.14
2110,South East,Amikacin,2024-01-05,K-pneumoniae,1.94
2111,South East,Amikacin,2024-01-06,K-pneumoniae,2.44
2112,South East,Amikacin,2024-01-07,K-pneumoniae,2.11
2113,South East,Amikacin,2024-01-08,K-pneumoniae,1.72
2114,South East,Amikacin,2024-01-09,K-pneumoniae,2.75
2115,South East,Amikacin,2024-01-10,K-pneumoniae,2.98
2116,South East,Amikacin,2024-01-11,K-pneumoniae,3.53
2117,South East,Amikacin,2024-01-12,K-pneumoniae,2.81
2118,South East,Amikacin,2025-01-01,K-pneumoniae,2.49
2119,South East,Amikacin,2025-01-02,K-pneumoniae,2.27
2120,South East,Amikacin,2025-01-03,K-pneumoniae,2.71
2121,South East,Amikacin,2025-01-04,K-pneumoniae,2.07
2122,South East,Amikacin,2025-01-05,K-pneumoniae,1.25
2123,South East,Amikacin,2025-01-06,K-pneumoniae,0.84
2124,South East,Carbapenems,2020-01-08,K-pneumoniae,0.0
2125,South East,Carbapenems,2020-01-09,K-pneumoniae,0.44
2126,South East,Carbapenems,2020-01-10,K-pneumoniae,0.4
2127,South East,Carbapenems,2020-01-11,K-pneumoniae,0.39
2128,South East,Carbapenems,2020-01-12,K-pneumoniae,0.74
2129,South East,Carbapenems,2021-01-01,K-pneumoniae,0.75
2130,South East,Carbapenems,2021-01-02,K-pneumoniae,1.66
2131,South East,Carbapenems,2021-01-03,K-pneumoniae,0.84
2132,South East,Carbapenems,2021-01-04,K-pneumoniae,1.42
2133,South East,Carbapenems,2021-01-05,K-pneumoniae,0.45
2134,South East,Carbapenems,2021-01-06,K-pneumoniae,0.47
2135,South East,Carbapenems,2021-01-07,K-pneumoniae,0.42
2136,South East,Carbapenems,2021-01-08,K-pneumoniae,0.42
2137,South East,Carbapenems,2021-01-09,K-pneumoniae,0.38
2138,South East,Carbapenems,2021-01-10,K-pneumoniae,0.0
2139,South East,Carbapenems,2021-01-11,K-pneumoniae,0.0
2140,South East,Carbapenems,2021-01-12,K-pneumoniae,0.0
2141,South East,Carbapenems,2022-01-01,K-pneumoniae,0.0
2142,South East,Carbapenems,2022-01-02,K-pneumoniae,0.0
2143,South East,Carbapenems,2022-01-03,K-pneumoniae,0.41
2144,South East,Carbapenems,2022-01-04,K-pneumoniae,0.78
2145,South East,Carbapenems,2022-01-05,K-pneumoniae,0.82
2146,South East,Carbapenems,2022-01-06,K-pneumoniae,0.43
2147,South East,Carbapenems,2022-01-07,K-pneumoniae,0.0
2148,South East,Carbapenems,2022-01-08,K-pneumoniae,0.36
2149,South East,Carbapenems,2022-01-09,K-pneumoniae,0.32
2150,South East,Carbapenems,2022-01-10,K-pneumoniae,0.32
2151,South East,Carbapenems,2022-01-11,K-pneumoniae,0.0
2152,South East,Carbapenems,2022-01-12,K-pneumoniae,0.0
2153,South East,Carbapenems,2023-01-01,K-pneumoniae,0.32
2154,South East,Carbapenems,2023-01-02,K-pneumoniae,0.35
2155,South East,Carbapenems,2023-01-03,K-pneumoniae,1.08
2156,South East,Carbapenems,2023-01-04,K-pneumoniae,1.11
2157,South East,Carbapenems,2023-01-05,K-pneumoniae,1.82
2158,South East,Carbapenems,2023-01-06,K-pneumoniae,1.1
2159,South East,Carbapenems,2023-01-07,K-pneumoniae,0.72
2160,South East,Carbapenems,2023-01-08,K-pneumoniae,0.99
2161,South East,Carbapenems,2023-01-09,K-pneumoniae,0.95
2162,South East,Carbapenems,2023-01-10,K-pneumoniae,1.45
2163,South East,Carbapenems,2023-01-11,K-pneumoniae,1.55
2164,South East,Carbapenems,2023-01-12,K-pneumoniae,2.18
2165,South East,Carbapenems,2024-01-01,K-pneumoniae,1.94
2166,South East,Carbapenems,2024-01-02,K-pneumoniae,1.72
2167,South East,Carbapenems,2024-01-03,K-pneumoniae,1.34
2168,South East,Carbapenems,2024-01-04,K-pneumoniae,1.34
2169,South East,Carbapenems,2024-01-05,K-pneumoniae,0.61
2170,South East,Carbapenems,2024-01-06,K-pneumoniae,0.33
2171,South East,Carbapenems,2024-01-07,K-pneumoniae,0.0
2172,South East,Carbapenems,2024-01-08,K-pneumoniae,0.89
2173,South East,Carbapenems,2024-01-09,K-pneumoniae,1.55
2174,South East,Carbapenems,2024-01-10,K-pneumoniae,2.09
2175,South East,Carbapenems,2024-01-11,K-pneumoniae,1.28
2176,South East,Carbapenems,2024-01-12,K-pneumoniae,1.41
2177,South East,Carbapenems,2025-01-01,K-pneumoniae,0.89
2178,South East,Carbapenems,2025-01-02,K-pneumoniae,1.29
2179,South East,Carbapenems,2025-01-03,K-pneumoniae,1.29
2180,South East,Carbapenems,2025-01-04,K-pneumoniae,1.34
2181,South East,Carbapenems,2025-01-05,K-pneumoniae,0.98
2182,South East,Carbapenems,2025-01-06,K-pneumoniae,0.0
2183,South East,Ciprofloxacin,2020-01-08,K-pneumoniae,17.21
2184,South East,Ciprofloxacin,2020-01-09,K-pneumoniae,14.16
2185,South East,Ciprofloxacin,2020-01-10,K-pneumoniae,16.46
2186,South East,Ciprofloxacin,2020-01-11,K-pneumoniae,15.02
2187,South East,Ciprofloxacin,2020-01-12,K-pneumoniae,17.49
2188,South East,Ciprofloxacin,2021-01-01,K-pneumoniae,14.89
2189,South East,Ciprofloxacin,2021-01-02,K-pneumoniae,15.19
2190,South East,Ciprofloxacin,2021-01-03,K-pneumoniae,11.34
2191,South East,Ciprofloxacin,2021-01-04,K-pneumoniae,14.22
2192,South East,Ciprofloxacin,2021-01-05,K-pneumoniae,15.07
2193,South East,Ciprofloxacin,2021-01-06,K-pneumoniae,16.75
2194,South East,Ciprofloxacin,2021-01-07,K-pneumoniae,15.45
2195,South East,Ciprofloxacin,2021-01-08,K-pneumoniae,15.88
2196,South East,Ciprofloxacin,2021-01-09,K-pneumoniae,16.41
2197,South East,Ciprofloxacin,2021-01-10,K-pneumoniae,16.28
2198,South East,Ciprofloxacin,2021-01-11,K-pneumoniae,18.75
2199,South East,Ciprofloxacin,2021-01-12,K-pneumoniae,21.38
2200,South East,Ciprofloxacin,2022-01-01,K-pneumoniae,20.83
2201,South East,Ciprofloxacin,2022-01-02,K-pneumoniae,17.55
2202,South East,Ciprofloxacin,2022-01-03,K-pneumoniae,18.33
2203,South East,Ciprofloxacin,2022-01-04,K-pneumoniae,20.0
2204,South East,Ciprofloxacin,2022-01-05,K-pneumoniae,20.68
2205,South East,Ciprofloxacin,2022-01-06,K-pneumoniae,18.22
2206,South East,Ciprofloxacin,2022-01-07,K-pneumoniae,13.98
2207,South East,Ciprofloxacin,2022-01-08,K-pneumoniae,13.91
2208,South East,Ciprofloxacin,2022-01-09,K-pneumoniae,12.13
2209,South East,Ciprofloxacin,2022-01-10,K-pneumoniae,12.66
2210,South East,Ciprofloxacin,2022-01-11,K-pneumoniae,13.53
2211,South East,Ciprofloxacin,2022-01-12,K-pneumoniae,13.0
2212,South East,Ciprofloxacin,2023-01-01,K-pneumoniae,12.24
2213,South East,Ciprofloxacin,2023-01-02,K-pneumoniae,10.95
2214,South East,Ciprofloxacin,2023-01-03,K-pneumoniae,13.64
2215,South East,Ciprofloxacin,2023-01-04,K-pneumoniae,16.8
2216,South East,Ciprofloxacin,2023-01-05,K-pneumoniae,18.11
2217,South East,Ciprofloxacin,2023-01-06,K-pneumoniae,16.17
2218,South East,Ciprofloxacin,2023-01-07,K-pneumoniae,15.69
2219,South East,Ciprofloxacin,2023-01-08,K-pneumoniae,16.38
2220,South East,Ciprofloxacin,2023-01-09,K-pneumoniae,19.16
2221,South East,Ciprofloxacin,2023-01-10,K-pneumoniae,18.98
2222,South East,Ciprofloxacin,2023-01-11,K-pneumoniae,17.2
2223,South East,Ciprofloxacin,2023-01-12,K-pneumoniae,15.26
2224,South East,Ciprofloxacin,2024-01-01,K-pneumoniae,14.24
2225,South East,Ciprofloxacin,2024-01-02,K-pneumoniae,14.03
2226,South East,Ciprofloxacin,2024-01-03,K-pneumoniae,15.68
2227,South East,Ciprofloxacin,2024-01-04,K-pneumoniae,15.17
2228,South East,Ciprofloxacin,2024-01-05,K-pneumoniae,17.98
2229,South East,Ciprofloxacin,2024-01-06,K-pneumoniae,19.18
2230,South East,Ciprofloxacin,2024-01-07,K-pneumoniae,19.09
2231,South East,Ciprofloxacin,2024-01-08,K-pneumoniae,18.07
2232,South East,Ciprofloxacin,2024-01-09,K-pneumoniae,17.89
2233,South East,Ciprofloxacin,2024-01-10,K-pneumoniae,17.49
2234,South East,Ciprofloxacin,2024-01-11,K-pneumoniae,17.26
2235,South East,Ciprofloxacin,2024-01-12,K-pneumoniae,14.42
2236,South East,Ciprofloxacin,2025-01-01,K-pneumoniae,14.75
2237,South East,Ciprofloxacin,2025-01-02,K-pneumoniae,14.03
2238,South East,Ciprofloxacin,2025-01-03,K-pneumoniae,13.29
2239,South East,Ciprofloxacin,2025-01-04,K-pneumoniae,12.5
2240,South East,Ciprofloxacin,2025-01-05,K-pneumoniae,10.45
2241,South East,Ciprofloxacin,2025-01-06,K-pneumoniae,11.51
2242,South East,Co-amoxiclav,2020-01-08,K-pneumoniae,36.36
2243,South East,Co-amoxiclav,2020-01-09,K-pneumoniae,35.16
2244,South East,Co-amoxiclav,2020-01-10,K-pneumoniae,35.27
2245,South East,Co-amoxiclav,2020-01-11,K-pneumoniae,40.39
2246,South East,Co-amoxiclav,2020-01-12,K-pneumoniae,42.86
2247,South East,Co-amoxiclav,2021-01-01,K-pneumoniae,40.91
2248,South East,Co-amoxiclav,2021-01-02,K-pneumoniae,35.47
2249,South East,Co-amoxiclav,2021-01-03,K-pneumoniae,32.47
2250,South East,Co-amoxiclav,2021-01-04,K-pneumoniae,30.39
2251,South East,Co-amoxiclav,2021-01-05,K-pneumoniae,29.25
2252,South East,Co-amoxiclav,2021-01-06,K-pneumoniae,27.8
2253,South East,Co-amoxiclav,2021-01-07,K-pneumoniae,29.31
2254,South East,Co-amoxiclav,2021-01-08,K-pneumoniae,29.96
2255,South East,Co-amoxiclav,2021-01-09,K-pneumoniae,30.19
2256,South East,Co-amoxiclav,2021-01-10,K-pneumoniae,31.54
2257,South East,Co-amoxiclav,2021-01-11,K-pneumoniae,37.37
2258,South East,Co-amoxiclav,2021-01-12,K-pneumoniae,41.64
2259,South East,Co-amoxiclav,2022-01-01,K-pneumoniae,40.82
2260,South East,Co-amoxiclav,2022-01-02,K-pneumoniae,34.84
2261,South East,Co-amoxiclav,2022-01-03,K-pneumoniae,35.86
2262,South East,Co-amoxiclav,2022-01-04,K-pneumoniae,37.55
2263,South East,Co-amoxiclav,2022-01-05,K-pneumoniae,37.19
2264,South East,Co-amoxiclav,2022-01-06,K-pneumoniae,33.92
2265,South East,Co-amoxiclav,2022-01-07,K-pneumoniae,29.61
2266,South East,Co-amoxiclav,2022-01-08,K-pneumoniae,31.56
2267,South East,Co-amoxiclav,2022-01-09,K-pneumoniae,30.1
2268,South East,Co-amoxiclav,2022-01-10,K-pneumoniae,32.44
2269,South East,Co-amoxiclav,2022-01-11,K-pneumoniae,32.42
2270,South East,Co-amoxiclav,2022-01-12,K-pneumoniae,32.09
2271,South East,Co-amoxiclav,2023-01-01,K-pneumoniae,32.43
2272,South East,Co-amoxiclav,2023-01-02,K-pneumoniae,33.81
2273,South East,Co-amoxiclav,2023-01-03,K-pneumoniae,36.0
2274,South East,Co-amoxiclav,2023-01-04,K-pneumoniae,37.22
2275,South East,Co-amoxiclav,2023-01-05,K-pneumoniae,36.7
2276,South East,Co-amoxiclav,2023-01-06,K-pneumoniae,35.74
2277,South East,Co-amoxiclav,2023-01-07,K-pneumoniae,33.96
2278,South East,Co-amoxiclav,2023-01-08,K-pneumoniae,31.96
2279,South East,Co-amoxiclav,2023-01-09,K-pneumoniae,34.2
2280,South East,Co-amoxiclav,2023-01-10,K-pneumoniae,34.04
2281,South East,Co-amoxiclav,2023-01-11,K-pneumoniae,36.22
2282,South East,Co-amoxiclav,2023-01-12,K-pneumoniae,36.6
2283,South East,Co-amoxiclav,2024-01-01,K-pneumoniae,36.95
2284,South East,Co-amoxiclav,2024-01-02,K-pneumoniae,35.4
2285,South East,Co-amoxiclav,2024-01-03,K-pneumoniae,33.92
2286,South East,Co-amoxiclav,2024-01-04,K-pneumoniae,36.93
2287,South East,Co-amoxiclav,2024-01-05,K-pneumoniae,36.62
2288,South East,Co-amoxiclav,2024-01-06,K-pneumoniae,37.59
2289,South East,Co-amoxiclav,2024-01-07,K-pneumoniae,34.52
2290,South East,Co-amoxiclav,2024-01-08,K-pneumoniae,36.88
2291,South East,Co-amoxiclav,2024-01-09,K-pneumoniae,39.34
2292,South East,Co-amoxiclav,2024-01-10,K-pneumoniae,38.35
2293,South East,Co-amoxiclav,2024-01-11,K-pneumoniae,35.98
2294,South East,Co-amoxiclav,2024-01-12,K-pneumoniae,30.89
2295,South East,Co-amoxiclav,2025-01-01,K-pneumoniae,33.23
2296,South East,Co-amoxiclav,2025-01-02,K-pneumoniae,32.77
2297,South East,Co-amoxiclav,2025-01-03,K-pneumoniae,33.1
2298,South East,Co-amoxiclav,2025-01-04,K-pneumoniae,34.91
2299,South East,Co-amoxiclav,2025-01-05,K-pneumoniae,34.64
2300,South East,Co-amoxiclav,2025-01-06,K-pneumoniae,33.45
2301,South East,Gentamicin,2020-01-08,K-pneumoniae,8.77
2302,South East,Gentamicin,2020-01-09,K-pneumoniae,7.96
2303,South East,Gentamicin,2020-01-10,K-pneumoniae,13.01
2304,South East,Gentamicin,2020-01-11,K-pneumoniae,13.57
2305,South East,Gentamicin,2020-01-12,K-pneumoniae,13.43
2306,South East,Gentamicin,2021-01-01,K-pneumoniae,10.34
2307,South East,Gentamicin,2021-01-02,K-pneumoniae,10.26
2308,South East,Gentamicin,2021-01-03,K-pneumoniae,7.3
2309,South East,Gentamicin,2021-01-04,K-pneumoniae,7.11
2310,South East,Gentamicin,2021-01-05,K-pneumoniae,7.76
2311,South East,Gentamicin,2021-01-06,K-pneumoniae,8.96
2312,South East,Gentamicin,2021-01-07,K-pneumoniae,8.51
2313,South East,Gentamicin,2021-01-08,K-pneumoniae,9.4
2314,South East,Gentamicin,2021-01-09,K-pneumoniae,10.77
2315,South East,Gentamicin,2021-01-10,K-pneumoniae,12.25
2316,South East,Gentamicin,2021-01-11,K-pneumoniae,12.94
2317,South East,Gentamicin,2021-01-12,K-pneumoniae,14.55
2318,South East,Gentamicin,2022-01-01,K-pneumoniae,15.53
2319,South East,Gentamicin,2022-01-02,K-pneumoniae,13.58
2320,South East,Gentamicin,2022-01-03,K-pneumoniae,14.23
2321,South East,Gentamicin,2022-01-04,K-pneumoniae,13.94
2322,South East,Gentamicin,2022-01-05,K-pneumoniae,13.92
2323,South East,Gentamicin,2022-01-06,K-pneumoniae,11.45
2324,South East,Gentamicin,2022-01-07,K-pneumoniae,9.7
2325,South East,Gentamicin,2022-01-08,K-pneumoniae,10.9
2326,South East,Gentamicin,2022-01-09,K-pneumoniae,11.04
2327,South East,Gentamicin,2022-01-10,K-pneumoniae,11.3
2328,South East,Gentamicin,2022-01-11,K-pneumoniae,11.92
2329,South East,Gentamicin,2022-01-12,K-pneumoniae,9.63
2330,South East,Gentamicin,2023-01-01,K-pneumoniae,8.81
2331,South East,Gentamicin,2023-01-02,K-pneumoniae,8.46
2332,South East,Gentamicin,2023-01-03,K-pneumoniae,10.15
